HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458611.99956,2019-05-08.4997957,bB,2.12,18.009,>18.009,99.990,0.072,0.045,g
2458612.00083,2019-05-08.5010660,bB,2.10,17.905,>17.905,99.990,0.091,0.050,g
2458612.00211,2019-05-08.5023423,bB,2.12,17.804,>17.804,99.990,0.083,0.055,g
2458613.08037,2019-05-09.5805416,bB,2.10,18.095,>18.095,99.990,0.136,0.042,g
2458613.08164,2019-05-09.5818098,bB,2.11,17.948,17.920,0.215,0.246,0.048,g
2458613.08292,2019-05-09.5830843,bB,2.10,17.729,17.651,0.205,0.316,0.059,g
2458615.84338,2019-05-12.3433829,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458615.84461,2019-05-12.3446106,br,1.50,17.391,>17.391,99.990,-0.011,0.080,g
2458615.84582,2019-05-12.3458325,br,1.44,17.474,>17.474,99.990,-0.035,0.074,g
2458617.84510,2019-05-14.3449840,br,1.45,16.090,>16.090,99.990,-0.244,0.266,g
2458617.84632,2019-05-14.3462015,br,1.44,16.741,>16.741,99.990,0.443,0.146,g
2458617.84755,2019-05-14.3474225,br,1.46,16.658,>16.658,99.990,0.000,0.158,g
2458618.83346,2019-05-15.3332851,br,1.46,16.560,>16.560,99.990,0.041,0.173,g
2458618.83468,2019-05-15.3345033,br,1.52,16.655,>16.655,99.990,-0.150,0.158,g
2458618.83590,2019-05-15.3357214,br,1.50,16.760,>16.760,99.990,-0.225,0.144,g
2458619.82209,2019-05-16.3218487,br,1.46,16.413,>16.413,99.990,0.406,0.198,g
2458619.82331,2019-05-16.3230621,br,1.45,16.449,>16.449,99.990,0.163,0.191,g
2458619.82452,2019-05-16.3242819,br,1.43,16.482,>16.482,99.990,0.073,0.185,g
2458621.00134,2019-05-17.5010166,bB,2.11,16.714,>16.714,99.990,0.094,0.150,g
2458621.00262,2019-05-17.5022996,bB,2.09,16.539,>16.539,99.990,0.127,0.176,g
2458621.00390,2019-05-17.5035751,bB,2.10,16.559,>16.559,99.990,-0.138,0.173,g
2458621.81829,2019-05-18.3179253,br,1.56,15.955,>15.955,99.990,-0.452,0.301,g
2458621.81950,2019-05-18.3191388,br,1.59,15.993,>15.993,99.990,0.357,0.291,g
2458621.82071,2019-05-18.3203560,br,1.50,15.945,>15.945,99.990,0.227,0.304,g
2458624.97040,2019-05-21.4698393,bB,2.11,16.626,>16.626,99.990,-0.065,0.162,g
2458624.97168,2019-05-21.4711170,bB,2.10,16.696,>16.696,99.990,-0.093,0.152,g
2458624.97295,2019-05-21.4723834,bB,2.09,16.985,>16.985,99.990,0.196,0.117,g
2458625.82011,2019-05-22.3195030,br,1.47,16.537,>16.537,99.990,-0.142,0.176,g
2458625.82132,2019-05-22.3207121,br,1.51,16.535,>16.535,99.990,0.070,0.177,g
2458625.82254,2019-05-22.3219303,br,1.51,16.642,>16.642,99.990,0.419,0.160,g
2458626.96712,2019-05-23.4664399,bB,2.10,17.109,>17.109,99.990,-0.042,0.104,g
2458626.96840,2019-05-23.4677244,bB,2.08,16.914,>16.914,99.990,0.043,0.125,g
2458626.96968,2019-05-23.4690056,bB,2.08,17.087,>17.087,99.990,0.023,0.106,g
2458627.82679,2019-05-24.3260569,br,1.39,16.391,>16.391,99.990,-0.323,0.202,g
2458627.82839,2019-05-24.3276540,br,1.49,16.435,>16.435,99.990,-0.543,0.194,g
2458627.83000,2019-05-24.3292615,br,1.48,16.374,>16.374,99.990,-0.374,0.205,g
2458630.08414,2019-05-26.5832729,bB,2.25,17.457,>17.457,99.990,0.146,0.076,g
2458630.08542,2019-05-26.5845456,bB,2.25,17.500,>17.500,99.990,0.055,0.073,g
2458630.08670,2019-05-26.5858280,bB,2.26,17.395,>17.395,99.990,0.135,0.080,g
2458632.05087,2019-05-28.5498893,bB,2.07,17.708,>17.708,99.990,0.136,0.060,g
2458632.05214,2019-05-28.5511560,bB,2.10,17.731,>17.731,99.990,0.202,0.059,g
2458632.05341,2019-05-28.5524319,bB,2.09,17.789,>17.789,99.990,0.232,0.056,g
2458634.92849,2019-05-31.4273336,bB,2.08,17.970,>17.970,99.990,-0.034,0.047,g
2458634.92976,2019-05-31.4286021,bB,2.08,17.830,>17.830,99.990,-0.014,0.054,g
2458634.93102,2019-05-31.4298678,bB,2.07,17.800,>17.800,99.990,0.089,0.055,g
2458635.89984,2019-06-01.3986336,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458635.90144,2019-06-01.4002289,br,1.43,99.990,99.990,99.990,99.990,99.990,g
2458635.90303,2019-06-01.4018225,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458636.92437,2019-06-02.4231019,bB,2.13,17.951,>17.951,99.990,0.056,0.048,g
2458636.92565,2019-06-02.4243805,bB,2.13,17.759,>17.759,99.990,0.092,0.057,g
2458636.92693,2019-06-02.4256621,bB,2.13,17.836,>17.836,99.990,-0.022,0.053,g
2458641.91457,2019-06-07.4130085,bB,2.17,17.743,>17.743,99.990,0.126,0.058,g
2458641.91584,2019-06-07.4142898,bB,2.18,17.752,>17.752,99.990,0.060,0.058,g
2458641.91711,2019-06-07.4155535,bB,2.18,17.887,>17.887,99.990,0.055,0.051,g
2458642.83936,2019-06-08.3377555,br,1.47,17.369,>17.369,99.990,-0.042,0.082,g
2458642.84096,2019-06-08.3393561,br,1.43,17.362,>17.362,99.990,0.227,0.082,g
2458642.84256,2019-06-08.3409638,br,1.48,17.370,>17.370,99.990,0.061,0.082,g
2458645.90025,2019-06-11.3984824,bB,2.09,17.012,>17.012,99.990,0.240,0.114,g
2458645.90153,2019-06-11.3997557,bB,2.08,17.195,>17.195,99.990,-0.008,0.096,g
2458645.90279,2019-06-11.4010289,bB,2.06,17.443,>17.443,99.990,-0.232,0.077,g
2458646.84889,2019-06-12.3470620,br,1.49,17.250,>17.250,99.990,0.353,0.092,g
2458646.85010,2019-06-12.3482797,br,1.47,17.296,>17.296,99.990,0.194,0.088,g
2458646.85132,2019-06-12.3494986,br,1.50,17.239,>17.239,99.990,-0.061,0.092,g
2458647.12145,2019-06-12.6196060,bB,2.09,16.617,>16.617,99.990,-0.040,0.164,g
2458647.90855,2019-06-13.4066679,bB,2.09,16.778,>16.778,99.990,-0.228,0.141,g
2458647.90983,2019-06-13.4079412,bB,2.07,16.824,>16.824,99.990,-0.021,0.135,g
2458647.91109,2019-06-13.4092207,bB,2.08,16.961,>16.961,99.990,0.009,0.119,g
2458649.08706,2019-06-14.5851165,bB,2.11,17.999,>17.999,99.990,0.069,0.046,g
2458649.08834,2019-06-14.5863937,bB,2.10,18.063,>18.063,99.990,0.024,0.043,g
2458649.08961,2019-06-14.5876707,bB,2.10,17.998,>17.998,99.990,-0.037,0.046,g
2458650.73870,2019-06-16.2366726,br,1.49,15.861,>15.861,99.990,0.212,0.329,g
2458650.73991,2019-06-16.2378846,br,1.45,15.571,>15.571,99.990,-0.264,0.429,g
2458650.74113,2019-06-16.2391002,br,1.46,15.574,>15.574,99.990,-1.541,0.429,g
2458651.74912,2019-06-17.2470429,br,1.48,15.856,>15.856,99.990,-0.020,0.330,g
2458651.75035,2019-06-17.2482619,br,1.53,15.765,>15.765,99.990,-0.365,0.359,g
2458651.75155,2019-06-17.2494773,br,1.50,15.812,>15.812,99.990,-0.396,0.344,g
2458652.77276,2019-06-18.2706280,br,1.45,16.092,>16.092,99.990,-0.182,0.266,g
2458652.77397,2019-06-18.2718386,br,1.47,15.928,>15.928,99.990,-0.168,0.309,g
2458652.77519,2019-06-18.2730562,br,1.46,16.045,>16.045,99.990,0.235,0.277,g
2458653.74987,2019-06-19.2476865,br,1.42,15.917,>15.917,99.990,-0.199,0.312,g
2458653.75107,2019-06-19.2488950,br,1.40,15.643,>15.643,99.990,0.738,0.402,g
2458653.75230,2019-06-19.2501163,br,1.49,15.717,>15.717,99.990,-0.954,0.375,g
2458654.72756,2019-06-20.2253269,br,1.49,15.141,>15.141,99.990,0.298,0.638,g
2458654.72876,2019-06-20.2265354,br,1.48,14.141,>14.141,99.990,-0.901,1.603,g
2458654.72998,2019-06-20.2277533,br,1.55,99.990,99.990,99.990,99.990,99.990,g
2458654.87895,2019-06-20.3767240,bB,2.06,16.733,>16.733,99.990,-0.226,0.147,g
2458654.88024,2019-06-20.3780033,bB,2.08,16.606,>16.606,99.990,0.295,0.166,g
2458654.88152,2019-06-20.3792895,bB,2.08,16.717,>16.717,99.990,0.039,0.149,g
2458655.88769,2019-06-21.3854061,bB,2.09,16.847,>16.847,99.990,0.007,0.133,g
2458655.88896,2019-06-21.3866792,bB,2.08,17.028,>17.028,99.990,-0.151,0.112,g
2458655.89024,2019-06-21.3879543,bB,2.15,16.728,>16.728,99.990,-0.146,0.148,g
2458656.92613,2019-06-22.4237940,br,1.58,16.756,>16.756,99.990,0.243,0.144,g
2458656.92733,2019-06-22.4250045,br,1.55,16.760,>16.760,99.990,-0.009,0.144,g
2458656.92855,2019-06-22.4262209,br,1.57,16.618,>16.618,99.990,0.172,0.164,g
2458657.76943,2019-06-23.2670619,br,1.40,15.024,>15.024,99.990,-0.451,0.711,g
2458657.77066,2019-06-23.2682857,br,1.43,15.075,>15.075,99.990,0.209,0.678,g
2458657.77188,2019-06-23.2695004,br,1.42,15.386,>15.386,99.990,0.596,0.509,g
2458659.00551,2019-06-24.5030790,bB,2.45,17.043,>17.043,99.990,0.152,0.111,g
2458659.72852,2019-06-25.2260568,br,1.42,17.492,>17.492,99.990,0.123,0.073,g
2458659.72975,2019-06-25.2272784,br,1.42,17.310,>17.310,99.990,0.003,0.086,g
2458659.73095,2019-06-25.2284939,br,1.43,17.304,>17.304,99.990,0.092,0.087,g
2458660.85984,2019-06-26.3573209,br,1.44,17.257,>17.257,99.990,0.076,0.091,g
2458660.86106,2019-06-26.3585393,br,1.43,17.469,>17.469,99.990,-0.062,0.075,g
2458660.86227,2019-06-26.3597559,br,1.46,17.391,>17.391,99.990,0.005,0.080,g
2458661.87321,2019-06-27.3706540,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458661.87443,2019-06-27.3718660,br,1.40,14.578,>14.578,99.990,-0.825,1.071,g
2458661.87564,2019-06-27.3730736,br,1.42,14.679,>14.679,99.990,-1.094,0.976,g
2458662.92426,2019-06-28.4216540,bB,2.08,18.014,>18.014,99.990,0.120,0.045,g
2458662.92552,2019-06-28.4229197,bB,2.07,18.004,>18.004,99.990,0.051,0.046,g
2458662.92680,2019-06-28.4241966,bB,2.09,18.023,>18.023,99.990,0.015,0.045,g
2458669.83330,2019-07-05.3304113,bB,2.18,17.878,>17.878,99.990,0.002,0.051,g
2458669.83458,2019-07-05.3316896,bB,2.17,17.964,>17.964,99.990,-0.028,0.047,g
2458669.83586,2019-07-05.3329667,bB,2.15,17.863,>17.863,99.990,0.012,0.052,g
2458670.79988,2019-07-06.2969604,br,1.45,17.787,>17.787,99.990,0.047,0.056,g
2458670.80110,2019-07-06.2981743,br,1.52,17.571,>17.571,99.990,0.032,0.068,g
2458670.80231,2019-07-06.2993909,br,1.52,17.654,>17.654,99.990,-0.002,0.063,g
2458672.84384,2019-07-08.3408349,br,1.49,17.061,>17.061,99.990,0.119,0.109,g
2458672.84506,2019-07-08.3420556,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458672.84627,2019-07-08.3432722,br,1.40,99.990,99.990,99.990,99.990,99.990,g
2458673.96202,2019-07-09.4589729,br,1.50,16.520,>16.520,99.990,-0.310,0.179,g
2458673.96323,2019-07-09.4601863,br,1.47,16.391,>16.391,99.990,0.121,0.202,g
2458674.78535,2019-07-10.2822862,br,1.40,17.339,>17.339,99.990,-0.026,0.084,g
2458674.78657,2019-07-10.2835032,br,1.43,17.280,>17.280,99.990,0.020,0.089,g
2458674.78779,2019-07-10.2847212,br,1.43,17.283,>17.283,99.990,0.118,0.089,g
2458674.96903,2019-07-10.4659518,bB,2.08,17.948,>17.948,99.990,0.078,0.048,g
2458674.97029,2019-07-10.4672233,bB,2.09,17.871,>17.871,99.990,0.230,0.052,g
2458674.97157,2019-07-10.4685010,bB,2.08,17.802,>17.802,99.990,0.060,0.055,g
2458675.90000,2019-07-11.3968960,bB,2.17,17.148,>17.148,99.990,0.008,0.100,g
2458675.90128,2019-07-11.3981732,bB,2.22,17.356,>17.356,99.990,0.140,0.083,g
2458677.83567,2019-07-13.3325031,bB,2.14,16.821,>16.821,99.990,0.068,0.136,g
2458677.83694,2019-07-13.3337739,bB,2.13,16.830,>16.830,99.990,-0.155,0.135,g
2458678.08607,2019-07-13.5828917,bB,2.21,17.980,>17.980,99.990,0.070,0.047,g
2458678.08735,2019-07-13.5841755,bB,2.22,17.818,>17.818,99.990,0.066,0.054,g
2458678.08862,2019-07-13.5854430,bB,2.20,17.957,>17.957,99.990,-0.009,0.048,g
2458678.81762,2019-07-14.3144255,br,1.50,16.568,>16.568,99.990,-0.325,0.171,g
2458678.81885,2019-07-14.3156457,br,1.49,16.729,>16.729,99.990,0.196,0.148,g
2458678.82005,2019-07-14.3168584,br,1.48,16.695,>16.695,99.990,0.026,0.152,g
2458679.74758,2019-07-15.2443532,br,1.48,16.402,>16.402,99.990,-0.239,0.200,g
2458679.74880,2019-07-15.2455738,br,1.50,16.486,>16.486,99.990,-0.137,0.185,g
2458679.75001,2019-07-15.2467921,br,1.50,16.606,>16.606,99.990,-0.041,0.165,g
2458680.02449,2019-07-15.5212527,bB,2.08,16.899,>16.899,99.990,-0.280,0.126,g
2458680.02576,2019-07-15.5225262,bB,2.08,16.866,>16.866,99.990,-0.079,0.130,g
2458680.02705,2019-07-15.5238119,bB,2.09,16.836,>16.836,99.990,-0.121,0.134,g
2458681.08681,2019-07-16.5835434,bB,2.05,16.447,>16.447,99.990,0.014,0.192,g
2458681.08809,2019-07-16.5848194,bB,2.11,16.520,>16.520,99.990,-0.437,0.179,g
2458684.73096,2019-07-20.2275984,br,1.44,16.636,>16.636,99.990,-0.467,0.161,g
2458684.73218,2019-07-20.2288162,br,1.48,16.860,>16.860,99.990,0.039,0.131,g
2458684.73339,2019-07-20.2300320,br,1.47,16.804,>16.804,99.990,0.109,0.138,g
2458685.76474,2019-07-21.2613532,br,1.50,16.944,>16.944,99.990,-0.286,0.121,g
2458685.76596,2019-07-21.2625666,br,1.47,16.916,>16.916,99.990,0.201,0.124,g
2458685.76717,2019-07-21.2637836,br,1.46,16.896,>16.896,99.990,-0.053,0.127,g
2458686.81097,2019-07-22.3075678,br,1.42,16.872,>16.872,99.990,0.292,0.130,g
2458686.82556,2019-07-22.3221469,br,1.46,16.823,>16.823,99.990,0.116,0.135,g
2458686.82678,2019-07-22.3233712,br,1.43,16.660,>16.660,99.990,-0.192,0.157,g
2458688.74760,2019-07-24.2441427,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458688.74880,2019-07-24.2453503,br,1.50,17.433,>17.433,99.990,-0.079,0.077,g
2458688.75002,2019-07-24.2465682,br,1.55,99.990,99.990,99.990,99.990,99.990,g
2458689.79884,2019-07-25.2953648,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2458689.80005,2019-07-25.2965774,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458689.80127,2019-07-25.2978047,br,1.51,99.990,99.990,99.990,99.990,99.990,g
2458691.84734,2019-07-27.3438289,br,1.42,99.990,99.990,99.990,99.990,99.990,g
2458691.84856,2019-07-27.3450496,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2458697.72907,2019-08-02.2254695,bF,1.53,17.635,>17.635,99.990,-0.008,0.064,g
2458697.73034,2019-08-02.2267350,bF,1.53,17.388,>17.388,99.990,0.235,0.081,g
2458697.73161,2019-08-02.2280082,bF,1.52,17.527,>17.527,99.990,-0.017,0.071,g
2458698.71123,2019-08-03.2076221,bF,1.58,17.467,>17.467,99.990,0.064,0.075,g
2458698.71250,2019-08-03.2088866,bF,1.57,17.422,>17.422,99.990,0.114,0.078,g
2458698.71376,2019-08-03.2101504,bF,1.55,17.368,>17.368,99.990,-0.011,0.082,g
2458698.80027,2019-08-03.2966590,br,1.43,17.597,>17.597,99.990,-0.076,0.066,g
2458698.80149,2019-08-03.2978817,br,1.43,17.726,>17.726,99.990,0.128,0.059,g
2458698.80270,2019-08-03.2990953,br,1.42,17.635,>17.635,99.990,0.050,0.064,g
2458699.70992,2019-08-04.2062991,bF,1.54,17.378,>17.378,99.990,0.130,0.081,g
2458700.73167,2019-08-05.2280311,bF,1.57,17.430,>17.430,99.990,0.068,0.077,g
2458700.73295,2019-08-05.2293111,bF,1.60,17.552,>17.552,99.990,-0.002,0.069,g
2458700.73421,2019-08-05.2305821,bF,1.59,17.451,>17.451,99.990,0.038,0.076,g
2458700.78827,2019-08-05.2846400,br,1.44,17.285,>17.285,99.990,0.149,0.089,g
2458700.78947,2019-08-05.2858486,br,1.39,17.221,>17.221,99.990,0.153,0.094,g
2458700.79069,2019-08-05.2870668,br,1.40,17.147,>17.147,99.990,-0.113,0.101,g
2458703.90851,2019-08-08.4048620,br,1.49,17.323,>17.323,99.990,0.155,0.086,g
2458703.90973,2019-08-08.4060765,br,1.51,17.365,>17.365,99.990,-0.095,0.082,g
2458703.91094,2019-08-08.4072950,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458704.77917,2019-08-09.2755120,bB,2.10,17.177,>17.177,99.990,0.195,0.098,g
2458704.78045,2019-08-09.2767891,bB,2.07,17.332,>17.332,99.990,0.047,0.085,g
2458704.78172,2019-08-09.2780684,bB,2.09,17.195,>17.195,99.990,-0.049,0.096,g
2458705.81423,2019-08-10.3105656,bB,2.13,16.663,>16.663,99.990,0.149,0.157,g
2458705.81550,2019-08-10.3118353,bB,2.13,16.687,>16.687,99.990,0.280,0.154,g
2458705.81678,2019-08-10.3131128,bB,2.05,16.696,>16.696,99.990,0.009,0.152,g
2458707.92034,2019-08-12.4166678,br,1.42,17.557,>17.557,99.990,0.020,0.069,g
2458707.92157,2019-08-12.4178967,br,1.49,17.436,>17.436,99.990,0.141,0.077,g
2458709.00379,2019-08-13.5001240,bB,2.11,16.890,>16.890,99.990,-0.034,0.127,g
2458709.00506,2019-08-13.5013906,bB,2.09,16.865,>16.865,99.990,0.159,0.130,g
2458709.00634,2019-08-13.5026664,bB,2.12,16.826,>16.826,99.990,0.229,0.135,g
2458709.89804,2019-08-14.3943702,bB,2.17,16.668,>16.668,99.990,0.082,0.156,g
2458709.89931,2019-08-14.3956481,bB,2.14,16.593,>16.593,99.990,0.202,0.167,g
2458712.69704,2019-08-17.1933697,bF,1.55,15.999,>15.999,99.990,0.170,0.289,g
2458714.83742,2019-08-19.3337586,bB,2.06,17.211,>17.211,99.990,-0.079,0.095,g
2458714.83869,2019-08-19.3350340,bB,2.07,17.047,>17.047,99.990,0.003,0.110,g
2458714.83997,2019-08-19.3363142,bB,2.06,17.087,>17.087,99.990,0.037,0.106,g
2458715.66351,2019-08-20.1598563,bF,1.54,16.676,>16.676,99.990,-0.133,0.155,g
2458715.66477,2019-08-20.161125,bF,1.56,16.698,>16.698,99.990,0.092,0.152,g
2458715.66605,2019-08-20.1623997,bF,1.57,16.569,>16.569,99.990,-0.022,0.171,g
2458715.90290,2019-08-20.3992462,br,1.45,16.499,>16.499,99.990,0.383,0.183,g
2458715.90411,2019-08-20.4004576,br,1.42,16.476,>16.476,99.990,0.072,0.186,g
2458715.90533,2019-08-20.4016797,br,1.46,16.403,>16.403,99.990,0.092,0.199,g
2458720.98139,2019-08-25.4777929,bB,2.16,17.804,>17.804,99.990,0.123,0.055,g
2458720.98267,2019-08-25.4790695,bB,2.14,17.791,>17.791,99.990,0.096,0.056,g
2458720.98395,2019-08-25.4803478,bB,2.14,17.810,>17.810,99.990,0.097,0.055,g
2458721.98367,2019-08-26.4800766,bB,2.02,16.453,>16.453,99.990,-0.608,0.190,g
2458721.98493,2019-08-26.4813471,bB,2.03,16.739,>16.739,99.990,0.270,0.146,g
2458721.98621,2019-08-26.4826226,bB,2.02,16.241,>16.241,99.990,-0.151,0.232,g
2458723.92995,2019-08-28.4263930,bB,2.27,18.068,>18.068,99.990,0.032,0.043,g
2458723.93124,2019-08-28.4276775,bB,2.25,18.020,>18.020,99.990,-0.086,0.045,g
2458723.93253,2019-08-28.4289658,bB,2.27,17.854,>17.854,99.990,0.148,0.053,g
2458724.76913,2019-08-29.2655842,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458724.77035,2019-08-29.2668060,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2458724.77157,2019-08-29.2680192,br,1.50,99.990,99.990,99.990,99.990,99.990,g
2458725.63305,2019-08-30.1295185,bF,1.50,17.410,>17.410,99.990,0.101,0.079,g
2458725.63433,2019-08-30.1307954,bF,1.54,17.435,>17.435,99.990,0.147,0.077,g
2458725.63575,2019-08-30.1322131,bF,1.49,17.447,>17.447,99.990,0.055,0.076,g
2458726.88631,2019-08-31.3827988,bB,2.21,17.990,>17.990,99.990,0.077,0.046,g
2458726.88759,2019-08-31.3840818,bB,2.20,17.832,>17.832,99.990,0.057,0.054,g
2458726.88889,2019-08-31.3853751,bB,2.22,17.931,>17.931,99.990,0.011,0.049,g
2458727.63701,2019-09-01.1335145,bj,1.55,17.294,>17.294,99.990,-0.119,0.088,g
2458727.63822,2019-09-01.1347271,bj,1.59,17.176,>17.176,99.990,-0.079,0.098,g
2458727.63944,2019-09-01.1359453,bj,1.57,17.209,>17.209,99.990,0.091,0.095,g
2458727.77482,2019-09-01.2713290,br,1.36,99.990,99.990,99.990,99.990,99.990,g
2458727.77603,2019-09-01.2725421,br,1.50,99.990,99.990,99.990,99.990,99.990,g
2458727.77725,2019-09-01.2737608,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2458728.62658,2019-09-02.1231054,bj,1.54,17.219,>17.219,99.990,0.059,0.094,g
2458728.62779,2019-09-02.1243256,bj,1.49,17.166,>17.166,99.990,0.093,0.099,g
2458728.62901,2019-09-02.1255387,bj,1.51,17.190,>17.190,99.990,0.098,0.097,g
2458728.83860,2019-09-02.3351281,br,1.50,99.990,99.990,99.990,99.990,99.990,g
2458728.83980,2019-09-02.3363383,br,1.52,99.990,99.990,99.990,99.990,99.990,g
2458728.84103,2019-09-02.3375591,br,1.41,15.485,>15.485,99.990,-1.367,0.466,g
2458730.89250,2019-09-04.3890681,bB,2.09,18.013,>18.013,99.990,0.081,0.045,g
2458730.89377,2019-09-04.39035,bB,2.08,18.020,>18.020,99.990,0.084,0.045,g
2458730.89506,2019-09-04.3916375,bB,2.09,17.884,>17.884,99.990,0.112,0.051,g
2458732.84717,2019-09-06.3437856,bB,2.06,17.541,>17.541,99.990,0.058,0.070,g
2458732.84846,2019-09-06.3450763,bB,2.09,17.436,>17.436,99.990,0.151,0.077,g
2458732.84976,2019-09-06.3463700,bB,2.09,17.463,>17.463,99.990,0.245,0.075,g
2458733.89624,2019-09-07.3928789,bB,2.22,17.217,>17.217,99.990,0.061,0.094,g
2458733.89752,2019-09-07.3941659,bB,2.13,17.262,>17.262,99.990,0.105,0.090,g
2458733.89881,2019-09-07.3954540,bB,2.10,16.984,>16.984,99.990,0.066,0.117,g
2458736.92835,2019-09-10.4250648,bB,2.16,16.532,>16.532,99.990,-0.624,0.178,g
2458736.92963,2019-09-10.4263517,bB,2.02,16.376,>16.376,99.990,-0.003,0.205,g
2458736.93092,2019-09-10.4276386,bB,2.03,16.455,>16.455,99.990,0.203,0.190,g
2458737.81421,2019-09-11.3109607,bB,2.09,16.791,>16.791,99.990,0.105,0.140,g
2458737.81551,2019-09-11.3122521,bB,2.08,16.988,>16.988,99.990,-0.106,0.116,g
2458737.81680,2019-09-11.3135440,bB,2.28,16.714,>16.714,99.990,0.047,0.150,g
2458740.88061,2019-09-14.3774484,bB,2.17,16.530,>16.530,99.990,-0.154,0.177,g
2458740.88190,2019-09-14.3787422,bB,2.13,16.527,>16.527,99.990,0.142,0.178,g
2458740.88320,2019-09-14.3800359,bB,2.13,16.445,>16.445,99.990,0.290,0.192,g
2458743.91232,2019-09-17.4092545,bB,2.23,16.913,>16.913,99.990,0.001,0.125,g
2458743.91360,2019-09-17.4105408,bB,2.23,17.088,>17.088,99.990,0.024,0.106,g
2458743.91489,2019-09-17.4118305,bB,2.26,17.018,>17.018,99.990,0.123,0.113,g
2458748.78328,2019-09-22.2803993,bB,2.10,17.882,>17.882,99.990,0.226,0.051,g
2458748.78456,2019-09-22.2816825,bB,2.10,18.005,>18.005,99.990,0.011,0.046,g
2458748.78585,2019-09-22.2829687,bB,2.08,18.070,>18.070,99.990,0.108,0.043,g
2458749.79789,2019-09-23.2950513,bB,2.08,18.045,>18.045,99.990,0.142,0.044,g
2458749.79918,2019-09-23.2963427,bB,2.11,18.051,>18.051,99.990,-0.012,0.044,g
2458749.80046,2019-09-23.2976259,bB,2.12,18.067,>18.067,99.990,0.114,0.043,g
2458750.83561,2019-09-24.3328105,bB,2.15,17.896,>17.896,99.990,0.017,0.050,g
2458750.83689,2019-09-24.3340953,bB,2.15,17.843,>17.843,99.990,0.102,0.053,g
2458750.83819,2019-09-24.3353903,bB,2.14,18.192,>18.192,99.990,0.077,0.038,g
2458751.86884,2019-09-25.3660826,bB,2.10,17.904,>17.904,99.990,0.062,0.050,g
2458751.87012,2019-09-25.3673648,bB,2.10,17.893,>17.893,99.990,0.056,0.051,g
2458751.87141,2019-09-25.3686520,bB,2.10,17.996,>17.996,99.990,0.124,0.046,g
2458754.74190,2019-09-28.2392685,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2458754.74312,2019-09-28.2404850,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458754.74433,2019-09-28.2416996,br,1.52,17.669,>17.669,99.990,0.045,0.062,g
2458755.74366,2019-09-29.2410646,br,1.58,99.990,99.990,99.990,99.990,99.990,g
2458755.74488,2019-09-29.2422932,br,1.54,99.990,99.990,99.990,99.990,99.990,g
2458755.74610,2019-09-29.2435103,br,1.58,99.990,99.990,99.990,99.990,99.990,g
2458756.77793,2019-09-30.2753981,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458756.77915,2019-09-30.2766134,br,1.42,99.990,99.990,99.990,99.990,99.990,g
2458756.78037,2019-09-30.2778336,br,1.39,99.990,99.990,99.990,99.990,99.990,g
2458757.77332,2019-10-01.2708251,br,1.41,99.990,99.990,99.990,99.990,99.990,g
2458757.77454,2019-10-01.2720446,br,1.40,99.990,99.990,99.990,99.990,99.990,g
2458757.77575,2019-10-01.2732615,br,1.47,17.312,>17.312,99.990,-0.096,0.086,g
2458758.76904,2019-10-02.2665915,br,1.42,17.544,>17.544,99.990,0.108,0.070,g
2458758.77026,2019-10-02.2678049,br,1.44,17.365,>17.365,99.990,0.082,0.082,g
2458758.77147,2019-10-02.2690217,br,1.39,17.445,>17.445,99.990,0.121,0.076,g
2458762.79197,2019-10-06.2897152,br,1.47,17.340,>17.340,99.990,0.089,0.084,g
2458762.79318,2019-10-06.2909285,br,1.50,17.361,>17.361,99.990,0.039,0.083,g
2458762.79440,2019-10-06.2921466,br,1.45,17.394,>17.394,99.990,0.125,0.080,g
2458764.78576,2019-10-08.2836018,br,1.48,16.537,>16.537,99.990,0.280,0.176,g
2458764.78698,2019-10-08.2848171,br,1.44,16.735,>16.735,99.990,-0.391,0.147,g
2458767.76708,2019-10-11.2650724,br,1.46,16.197,>16.197,99.990,-0.355,0.241,g
2458767.76830,2019-10-11.2662929,br,1.42,16.130,>16.130,99.990,-0.414,0.257,g
